user_id,user_type,category,price,quantity,timestamp,total_revenue
3771,premium,Sports,36.46,4,2024-04-30 20:00:00,145.83
6913,regular,Sports,125.17,2,2024-05-30 20:00:00,250.35
4135,regular,Books,178.94,1,2024-05-12 19:00:00,178.94
3509,regular,Home,99.88,1,2024-07-09 18:00:00,99.88
4684,regular,Electronics,209.96,2,2024-01-07 20:00:00,419.92
7670,premium,Electronics,78.13,2,2024-01-31 20:00:00,156.26
9851,premium,Electronics,110.08,2,2024-10-03 17:00:00,220.16
4433,premium,Clothing,36.38,2,2024-07-07 17:00:00,72.76
6779,premium,Home,86.99,1,2024-05-24 17:00:00,86.99
6802,regular,Electronics,62.94,1,2024-02-10 19:00:00,62.94
3990,regular,Clothing,137.83,1,2024-03-29 20:00:00,137.83
6211,regular,Clothing,89.59,2,2024-09-13 20:00:00,179.18
1128,regular,Clothing,39.3,5,2024-11-26 20:00:00,196.5
7145,regular,Electronics,73.76,1,2024-05-09 20:00:00,73.76
4245,regular,Sports,76.42,6,2024-12-25 19:00:00,458.55
7767,premium,Home,69.86,2,2024-02-24 19:00:00,139.71
7115,regular,Clothing,78.62,1,2024-07-09 20:00:00,78.62
2501,regular,Clothing,1.0,3,2024-12-23 20:00:00,2.99
8316,regular,Clothing,67.77,3,2024-01-03 18:00:00,203.31
3652,regular,Books,100.53,1,2024-01-30 20:00:00,100.53
2448,regular,Clothing,45.19,2,2024-06-29 20:00:00,90.38
5881,regular,Clothing,1.07,4,2024-10-03 20:00:00,4.27
5897,regular,Electronics,75.24,1,2024-01-26 20:00:00,75.24
8587,regular,Home,81.35,1,2024-10-21 20:00:00,81.35
5616,premium,Electronics,189.79,5,2024-11-09 18:00:00,948.93
7439,regular,Electronics,20.63,3,2024-08-11 19:00:00,61.9
2380,regular,Books,128.48,3,2024-09-24 17:00:00,385.44
2133,premium,Electronics,131.56,3,2024-02-22 18:00:00,394.68
3052,regular,Electronics,73.55,3,2024-04-21 17:00:00,220.64
5115,regular,Home,1.17,4,2024-05-12 19:00:00,4.68
4426,premium,Home,0.83,2,2024-07-31 20:00:00,1.66
7069,premium,Books,14.25,4,2024-05-27 19:00:00,56.98
1549,regular,Books,235.04,3,2024-01-06 17:00:00,705.12
5762,premium,Electronics,23.29,5,2024-04-05 19:00:00,116.44
6121,guest,Clothing,80.1,3,2024-01-06 18:00:00,240.31
6050,regular,Home,0.85,2,2024-09-16 17:00:00,1.7
5571,regular,Clothing,31.67,1,2024-12-23 19:00:00,31.67
5427,guest,Sports,109.77,3,2024-09-15 19:00:00,329.32
2241,regular,Books,71.29,1,2024-07-27 19:00:00,71.29
2630,regular,Electronics,76.68,1,2024-05-04 17:00:00,76.68
5643,guest,Clothing,0.91,5,2024-05-16 18:00:00,4.54
3100,premium,Electronics,125.18,1,2024-12-12 18:00:00,125.18
5735,regular,Electronics,81.04,2,2024-04-18 20:00:00,162.09
6105,regular,Electronics,95.01,1,2024-02-22 19:00:00,95.01
4899,premium,Clothing,64.66,2,2024-09-14 18:00:00,129.33
5452,premium,Books,43.63,1,2024-11-21 19:00:00,43.63
9832,regular,Books,4.49,1,2024-02-20 17:00:00,4.49
7270,regular,Books,81.73,5,2024-11-13 20:00:00,408.67
5613,regular,Electronics,64.54,1,2024-02-10 18:00:00,64.54
7888,regular,Electronics,172.44,1,2024-08-28 18:00:00,172.44
1543,regular,Electronics,1.0,1,2024-01-20 20:00:00,1.0
7574,premium,Electronics,57.8,2,2024-02-09 19:00:00,115.59
9683,premium,Electronics,1.01,1,2024-07-25 17:00:00,1.01
3026,regular,Home,97.69,2,2024-08-25 17:00:00,195.37
9237,regular,Electronics,224.95,3,2024-12-10 18:00:00,674.86
5920,premium,Books,31.3,2,2024-08-17 18:00:00,62.61
5869,regular,Electronics,37.92,1,2024-07-26 19:00:00,37.92
8497,premium,Electronics,65.14,2,2024-08-17 20:00:00,130.29
1165,regular,Clothing,157.51,2,2024-01-31 17:00:00,315.02
1204,premium,Clothing,83.41,4,2024-10-31 18:00:00,333.63
7062,premium,Electronics,44.13,1,2024-07-02 18:00:00,44.13
3027,guest,Electronics,262.27,3,2024-12-15 19:00:00,786.8
3768,regular,Electronics,25.21,3,2024-07-27 20:00:00,75.62
7233,premium,Clothing,74.76,3,2024-10-22 17:00:00,224.28
3634,premium,Books,71.06,5,2024-05-23 18:00:00,355.3
6382,premium,Books,54.0,4,2024-12-05 19:00:00,215.99
2953,regular,Electronics,52.21,1,2024-02-20 19:00:00,52.21
3450,premium,Electronics,97.07,3,2024-03-24 17:00:00,291.2
4805,regular,Electronics,163.93,1,2024-11-26 17:00:00,163.93
8764,premium,Electronics,127.9,6,2024-02-06 20:00:00,767.39
8861,guest,Clothing,67.27,1,2024-10-04 17:00:00,67.27
6741,premium,Books,95.53,1,2024-05-26 20:00:00,95.53
6944,regular,Electronics,25.64,2,2024-03-25 17:00:00,51.27
4999,regular,Sports,58.33,1,2024-11-07 19:00:00,58.33
4392,regular,Electronics,57.7,2,2024-10-28 17:00:00,115.39
7909,regular,Clothing,31.65,3,2024-11-02 18:00:00,94.94
4262,regular,Clothing,186.18,3,2024-11-27 20:00:00,558.55
9203,regular,Home,1.86,4,2024-08-08 19:00:00,7.46
8402,regular,Home,34.36,2,2024-03-21 19:00:00,68.73
2804,regular,Clothing,47.77,2,2024-12-10 18:00:00,95.54
4241,regular,Clothing,141.62,2,2024-04-14 18:00:00,283.24
8917,guest,Electronics,88.32,1,2024-05-15 20:00:00,88.32
7319,regular,Home,140.99,1,2024-01-13 19:00:00,140.99
4457,regular,Electronics,25.96,4,2024-09-01 20:00:00,103.85
7988,regular,Electronics,182.72,1,2024-05-10 18:00:00,182.72
5743,regular,Electronics,102.91,1,2024-04-29 18:00:00,102.91
2925,regular,Electronics,124.81,2,2024-10-17 17:00:00,249.62
8831,premium,Books,64.55,2,2024-08-29 19:00:00,129.11
9881,regular,Electronics,28.89,1,2024-05-28 17:00:00,28.89
2625,regular,Electronics,53.23,5,2024-02-10 20:00:00,266.13
9920,guest,Electronics,126.17,4,2024-11-20 19:00:00,504.69
3454,premium,Clothing,84.65,1,2024-11-04 20:00:00,84.65
3325,guest,Electronics,127.45,3,2024-03-10 19:00:00,382.35
3913,regular,Electronics,1.15,1,2024-04-20 20:00:00,1.15
9537,premium,Clothing,136.02,3,2024-04-04 20:00:00,408.06
3482,regular,Clothing,61.65,2,2024-09-29 17:00:00,123.3
6860,guest,Electronics,13.54,2,2024-02-09 19:00:00,27.08
9627,regular,Electronics,152.73,3,2024-11-20 19:00:00,458.18
8102,premium,Sports,1.08,3,2024-04-23 19:00:00,3.25
4357,premium,Clothing,59.95,1,2024-06-12 18:00:00,59.95
9369,premium,Electronics,7.73,2,2024-07-31 20:00:00,15.45
1531,premium,Sports,32.94,1,2024-04-01 18:00:00,32.94
9617,regular,Home,6.11,3,2024-06-03 20:00:00,18.33
7713,premium,Electronics,176.61,4,2024-03-21 19:00:00,706.42
9536,premium,Electronics,1.04,1,2024-01-31 20:00:00,1.04
5524,guest,Clothing,27.76,3,2024-09-29 19:00:00,83.29
7916,regular,Clothing,28.03,2,2024-08-19 17:00:00,56.07
1774,premium,Electronics,168.26,1,2024-11-15 19:00:00,168.26
9728,regular,Clothing,82.43,2,2024-11-15 18:00:00,164.86
9163,regular,Clothing,9.56,4,2024-06-22 19:00:00,38.25
5006,regular,Home,98.71,6,2024-01-13 18:00:00,592.25
1741,premium,Home,129.66,2,2024-07-01 20:00:00,259.33
7489,regular,Clothing,13.45,3,2024-08-12 17:00:00,40.36
3347,premium,Clothing,1.02,4,2024-11-10 17:00:00,4.09
2451,regular,Electronics,68.35,2,2024-10-04 18:00:00,136.7
8589,regular,Clothing,4.1,3,2024-03-11 20:00:00,12.3
3332,regular,Clothing,89.27,3,2024-01-20 18:00:00,267.81
9633,premium,Electronics,0.86,2,2024-09-25 18:00:00,1.73
7797,regular,Books,71.98,1,2024-09-08 20:00:00,71.98
8094,premium,Clothing,66.03,3,2024-07-18 17:00:00,198.1
8315,regular,Clothing,99.75,5,2024-06-05 17:00:00,498.77
6673,regular,Electronics,23.92,1,2024-03-04 20:00:00,23.92
3514,regular,Clothing,96.68,3,2024-01-07 19:00:00,290.04
6317,premium,Clothing,1.08,3,2024-02-04 19:00:00,3.25
7530,premium,Clothing,135.07,1,2024-10-23 20:00:00,135.07
4124,guest,Home,51.14,2,2024-01-23 17:00:00,102.29
7051,regular,Electronics,96.97,1,2024-02-17 20:00:00,96.97
2058,regular,Clothing,30.47,5,2024-11-15 19:00:00,152.36
5238,regular,Clothing,60.92,4,2024-05-10 17:00:00,243.7
9978,regular,Sports,118.29,1,2024-05-07 18:00:00,118.29
9458,regular,Electronics,86.53,1,2024-02-20 20:00:00,86.53
9329,regular,Electronics,81.39,1,2024-06-28 17:00:00,81.39
7990,premium,Electronics,43.99,3,2024-05-21 17:00:00,131.96
3446,regular,Sports,197.62,1,2024-03-31 19:00:00,197.62
8250,regular,Clothing,60.41,1,2024-05-09 17:00:00,60.41
9294,regular,Sports,153.74,2,2024-06-22 20:00:00,307.47
4323,premium,Electronics,75.58,5,2024-10-27 18:00:00,377.9
8645,premium,Clothing,144.01,3,2024-04-27 18:00:00,432.03
7992,regular,Electronics,43.88,2,2024-12-15 18:00:00,87.76
7903,guest,Electronics,119.32,2,2024-05-19 18:00:00,238.64
7641,regular,Home,61.72,3,2024-07-15 17:00:00,185.17
7841,regular,Clothing,1.04,2,2024-08-20 17:00:00,2.07
8968,guest,Sports,90.24,1,2024-03-25 19:00:00,90.24
7385,regular,Clothing,122.72,1,2024-06-18 18:00:00,122.72
4371,guest,Clothing,117.65,3,2024-09-19 19:00:00,352.95
3127,regular,Electronics,149.24,3,2024-03-20 18:00:00,447.73
2080,regular,Clothing,85.07,2,2024-01-05 19:00:00,170.13
1027,regular,Electronics,126.18,5,2024-07-03 19:00:00,630.88
2834,premium,Books,76.86,3,2024-06-28 18:00:00,230.57
9842,regular,Electronics,123.11,3,2024-04-12 17:00:00,369.34
1306,regular,Sports,53.09,3,2024-07-31 18:00:00,159.28
7634,regular,Sports,1.13,1,2024-09-12 18:00:00,1.13
2575,regular,Clothing,103.68,1,2024-10-03 20:00:00,103.68
4919,regular,Books,66.56,1,2024-10-20 18:00:00,66.56
9574,regular,Clothing,85.3,1,2024-11-12 20:00:00,85.3
6102,regular,Sports,10.64,2,2024-08-17 19:00:00,21.29
5203,regular,Home,54.36,4,2024-06-15 19:00:00,217.45
8974,regular,Clothing,92.46,4,2024-08-07 17:00:00,369.84
8676,regular,Electronics,263.36,5,2024-08-14 18:00:00,1316.82
8517,regular,Electronics,0.89,2,2024-06-01 20:00:00,1.77
7678,regular,Electronics,162.25,3,2024-03-04 19:00:00,486.74
5531,premium,Electronics,163.58,3,2024-03-08 20:00:00,490.74
7848,guest,Home,191.36,1,2024-06-13 18:00:00,191.36
2251,regular,Books,195.35,2,2024-02-16 18:00:00,390.7
7522,regular,Electronics,123.28,1,2024-11-28 18:00:00,123.28
5363,regular,Home,55.67,1,2024-12-21 19:00:00,55.67
2266,premium,Books,26.94,1,2024-02-02 20:00:00,26.94
1649,premium,Clothing,15.14,1,2024-03-22 19:00:00,15.14
6217,regular,Books,95.83,1,2024-10-19 17:00:00,95.83
1489,regular,Home,93.13,2,2024-02-17 19:00:00,186.27
8234,regular,Electronics,81.3,5,2024-04-18 18:00:00,406.51
4037,premium,Electronics,0.97,6,2024-03-15 18:00:00,5.8
9708,regular,Electronics,69.67,1,2024-12-09 17:00:00,69.67
8644,regular,Clothing,154.35,3,2024-08-23 17:00:00,463.05
6197,regular,Books,153.5,1,2024-08-09 17:00:00,153.5
1468,regular,Sports,10.77,3,2024-12-28 20:00:00,32.32
6033,regular,Clothing,14.08,3,2024-04-29 20:00:00,42.24
1102,regular,Books,40.22,1,2024-04-30 17:00:00,40.22
8802,regular,Clothing,57.46,4,2024-11-08 20:00:00,229.85
2938,premium,Clothing,147.52,1,2024-12-21 20:00:00,147.52
4083,premium,Home,33.7,1,2024-02-18 17:00:00,33.7
2790,guest,Clothing,36.51,2,2024-08-25 20:00:00,73.02
6903,regular,Electronics,49.59,2,2024-05-22 17:00:00,99.18
4874,guest,Books,92.14,3,2024-11-29 20:00:00,276.42
4658,premium,Home,104.68,1,2024-06-23 18:00:00,104.68
7666,regular,Clothing,5.57,5,2024-12-18 19:00:00,27.87
5337,premium,Electronics,26.32,4,2024-09-28 19:00:00,105.3
2779,regular,Home,151.71,3,2024-08-07 20:00:00,455.13
9503,regular,Electronics,136.27,3,2024-10-28 18:00:00,408.82
9223,regular,Clothing,15.22,1,2024-11-05 17:00:00,15.22
9061,premium,Clothing,48.38,3,2024-01-17 20:00:00,145.13
5213,regular,Clothing,138.86,4,2024-03-22 20:00:00,555.44
1938,premium,Books,28.26,2,2024-04-09 19:00:00,56.52
2542,regular,Electronics,41.23,6,2024-10-28 17:00:00,247.4
6725,regular,Home,0.95,4,2024-12-06 20:00:00,3.81
5856,regular,Electronics,49.44,1,2024-08-05 19:00:00,49.44
9561,guest,Books,123.58,1,2024-03-02 19:00:00,123.58
5057,regular,Books,129.85,3,2024-09-18 20:00:00,389.56
4650,regular,Books,122.41,1,2024-12-07 17:00:00,122.41
8622,regular,Electronics,169.68,2,2024-01-14 20:00:00,339.37
9933,premium,Books,147.89,3,2024-03-12 19:00:00,443.66
1591,premium,Electronics,65.83,2,2024-05-16 18:00:00,131.67
2427,regular,Electronics,51.68,1,2024-09-29 20:00:00,51.68
4339,regular,Books,217.03,1,2024-06-06 17:00:00,217.03
3226,premium,Electronics,172.73,2,2024-04-13 19:00:00,345.46
2355,regular,Home,97.54,1,2024-08-01 20:00:00,97.54
6001,guest,Electronics,52.19,2,2024-05-21 17:00:00,104.39
2753,regular,Books,105.9,3,2024-10-16 19:00:00,317.71
1609,premium,Electronics,81.4,3,2024-01-29 20:00:00,244.19
7536,regular,Books,96.44,2,2024-02-15 20:00:00,192.88
4622,regular,Books,154.32,1,2024-01-01 17:00:00,154.32
7095,regular,Electronics,73.11,1,2024-09-13 17:00:00,73.11
9442,regular,Clothing,214.97,5,2024-03-21 18:00:00,1074.86
1879,premium,Electronics,74.69,4,2024-12-17 19:00:00,298.76
8068,premium,Books,101.76,3,2024-02-24 19:00:00,305.28
4755,premium,Clothing,118.76,4,2024-07-04 19:00:00,475.04
9349,premium,Home,135.15,2,2024-07-10 18:00:00,270.31
6473,premium,Sports,113.07,1,2024-08-14 19:00:00,113.07
9620,regular,Home,18.38,1,2024-01-30 18:00:00,18.38
4741,premium,Electronics,136.21,4,2024-04-20 20:00:00,544.83
4011,regular,Books,157.17,4,2024-09-03 20:00:00,628.69
6018,regular,Clothing,80.2,5,2024-10-18 18:00:00,400.98
7252,premium,Electronics,140.11,4,2024-04-18 19:00:00,560.43
4490,regular,Electronics,164.22,5,2024-09-14 17:00:00,821.11
4357,premium,Clothing,14.48,2,2024-03-11 20:00:00,28.96
5815,regular,Electronics,0.89,2,2024-10-22 20:00:00,1.78
1668,regular,Books,61.1,5,2024-02-27 17:00:00,305.5
5512,regular,Clothing,153.85,2,2024-04-29 17:00:00,307.7
7125,premium,Clothing,13.07,1,2024-10-25 18:00:00,13.07
6150,regular,Clothing,60.64,2,2024-09-03 20:00:00,121.28
3795,guest,Books,60.32,2,2024-10-01 17:00:00,120.65
3802,premium,Electronics,123.04,1,2024-05-02 20:00:00,123.04
1037,regular,Clothing,44.72,2,2024-09-08 19:00:00,89.44
3161,guest,Sports,15.38,1,2024-08-23 20:00:00,15.38
1258,guest,Electronics,43.85,2,2024-11-01 17:00:00,87.69
5931,premium,Home,4.89,5,2024-11-12 19:00:00,24.44
6855,premium,Electronics,29.74,2,2024-01-20 18:00:00,59.48
2309,regular,Books,149.01,2,2024-12-14 18:00:00,298.02
2484,guest,Sports,114.17,1,2024-08-27 19:00:00,114.17
5099,regular,Electronics,28.1,6,2024-02-04 17:00:00,168.6
5300,regular,Electronics,29.1,2,2024-02-23 19:00:00,58.21
3416,premium,Clothing,115.18,1,2024-10-26 17:00:00,115.18
8810,regular,Home,279.42,5,2024-12-23 19:00:00,1397.08
3533,regular,Electronics,143.93,3,2024-01-31 18:00:00,431.8
7164,regular,Electronics,36.49,2,2024-11-06 17:00:00,72.98
5608,regular,Electronics,161.68,2,2024-12-28 18:00:00,323.36
6626,premium,Electronics,123.38,2,2024-04-29 19:00:00,246.76
6857,premium,Electronics,146.74,2,2024-04-12 18:00:00,293.47
2409,premium,Clothing,87.46,2,2024-05-15 17:00:00,174.93
3951,regular,Electronics,83.89,3,2024-09-06 17:00:00,251.68
4108,regular,Electronics,38.74,5,2024-01-02 19:00:00,193.72
9953,guest,Home,100.02,2,2024-12-09 20:00:00,200.04
4225,premium,Clothing,103.86,2,2024-03-05 18:00:00,207.73
1484,regular,Electronics,97.0,1,2024-05-16 17:00:00,97.0
5008,regular,Clothing,73.94,2,2024-10-08 20:00:00,147.87
3742,premium,Home,40.02,1,2024-05-30 19:00:00,40.02
5745,premium,Electronics,67.78,4,2024-10-20 19:00:00,271.13
2647,premium,Electronics,57.91,2,2024-08-22 17:00:00,115.82
2907,premium,Books,130.63,3,2024-11-12 19:00:00,391.9
6915,premium,Electronics,0.95,3,2024-06-12 20:00:00,2.85
2225,premium,Sports,92.14,2,2024-06-18 20:00:00,184.28
4027,premium,Electronics,147.91,4,2024-01-19 19:00:00,591.64
8372,regular,Sports,144.92,1,2024-02-16 17:00:00,144.92
8477,regular,Books,115.19,2,2024-09-21 17:00:00,230.38
9757,premium,Electronics,18.72,3,2024-06-11 20:00:00,56.16
7495,regular,Home,51.1,1,2024-06-19 20:00:00,51.1
8382,regular,Sports,88.03,4,2024-08-26 18:00:00,352.11
6715,regular,Clothing,0.96,2,2024-08-08 20:00:00,1.92
6108,guest,Clothing,74.57,2,2024-01-22 19:00:00,149.13
5701,premium,Clothing,212.9,1,2024-12-24 20:00:00,212.9
1036,regular,Books,52.57,2,2024-03-26 20:00:00,105.15
4894,premium,Home,72.39,2,2024-07-18 19:00:00,144.79
6583,regular,Home,28.57,1,2024-02-05 18:00:00,28.57
3263,regular,Electronics,36.59,4,2024-01-16 20:00:00,146.36
2644,regular,Books,162.53,1,2024-03-23 19:00:00,162.53
2932,premium,Home,156.74,5,2024-07-18 18:00:00,783.68
6092,regular,Books,74.26,3,2024-05-01 19:00:00,222.79
6191,regular,Books,102.51,2,2024-09-10 18:00:00,205.02
5013,regular,Clothing,35.28,1,2024-10-19 17:00:00,35.28
8965,guest,Electronics,77.98,2,2024-12-12 20:00:00,155.96
1152,guest,Electronics,97.38,4,2024-06-14 19:00:00,389.53
6847,regular,Books,111.16,3,2024-11-20 17:00:00,333.49
1350,premium,Books,169.29,1,2024-02-26 19:00:00,169.29
2665,regular,Clothing,102.96,3,2024-10-17 19:00:00,308.89
6253,regular,Electronics,71.44,4,2024-11-03 18:00:00,285.75
7640,regular,Clothing,19.16,4,2024-06-26 17:00:00,76.64
4024,premium,Books,23.24,2,2024-02-09 19:00:00,46.47
4675,guest,Clothing,65.74,3,2024-06-14 20:00:00,197.21
7300,premium,Electronics,0.85,5,2024-04-01 20:00:00,4.23
9084,regular,Sports,0.86,4,2024-03-23 17:00:00,3.43
2016,guest,Electronics,70.7,1,2024-07-31 17:00:00,70.7
6835,premium,Clothing,51.07,1,2024-07-31 20:00:00,51.07
9685,premium,Books,35.03,3,2024-01-30 19:00:00,105.08
4439,regular,Books,46.34,3,2024-11-14 18:00:00,139.01
4279,premium,Electronics,116.3,5,2024-10-20 18:00:00,581.48
5177,premium,Home,23.62,2,2024-11-20 17:00:00,47.24
3556,regular,Clothing,137.93,3,2024-11-04 18:00:00,413.8
8530,regular,Electronics,1.14,4,2024-10-17 20:00:00,4.57
8515,guest,Home,56.73,2,2024-11-13 18:00:00,113.46
4639,regular,Electronics,219.8,2,2024-03-24 20:00:00,439.6
1699,guest,Books,25.87,2,2024-12-20 20:00:00,51.75
2406,premium,Home,1.15,3,2024-09-16 19:00:00,3.45
9056,guest,Electronics,1.01,3,2024-02-02 17:00:00,3.03
3972,regular,Electronics,117.79,3,2024-09-27 18:00:00,353.38
8210,regular,Clothing,139.63,1,2024-02-23 18:00:00,139.63
1659,regular,Clothing,0.88,2,2024-09-27 17:00:00,1.75
